#id	name	fed	sex	birthyear	max_rating	month
4117387	Talanin, Andrei	RUS	M	1973	2267	2015-06
30907730	Talyansky, Seth	USA	M	2001	2259	2017-09
14124327	Efimenko, Maria	UKR	F	1996	2257	2015-06
7108133	Tarigan, Gilbert Elroy	INA	M	2003	2421	2025-06
25012185	V Varun Kanth	IND	M	2002	2258	2018-09
919667	Tasic, Vladimir	SRB	M	1969	2250	2015-06
4902718	Tengis, Tsog-Ochir	MGL	M	2004	2287	2018-12
3803457	Terry, Renato	PER	M	1992	2526	2024-07
13501429	Teterev, Vitaly	BLR	M	1983	2508	2018-01
2605058	Thavandiran, Shiyam	CAN	M	1992	2420	2019-12
412856	Therrien, Alex L	ENG	M	1984	2252	2015-12
5000033	Thipsay, Praveen M	IND	M	1959	2425	2018-05
13500325	Tihonov, Jurij	BLR	M	1978	2410	2015-08
44196407	Tikhonov, Viacheslav	RUS	M	2003	2274	2020-12
106402	Tobares, Leandro	ARG	M	1969	2316	2016-04
917087	Todorovic, Bojan	SRB	M	1971	2361	2015-06
919772	Tojagic, Dane	SRB	M	1962	2283	2016-11
6300324	Topak, Engin	TUR	M	1994	2236	2018-05
935964	Torbica, Milos	SRB	M	1962	2278	2015-12
4140214	Torbin, Kirill	RUS	M	1984	2378	2015-06
4415280	Torres Cueto, Jesus Marcial	COL	M	2000	2219	2019-04
905283	Tosic, Branislav	SRB	M	1967	2223	2015-06
936626	Toth, Aleksandar	SRB	M	1988	2358	2017-11
100781	Tovillas, Daniel R.	ARG	M	1961	2206	2016-08
4402049	Tovio, Israel	COL	M	1982	2344	2016-04
14119595	Tregubov, Vadim	UKR	M	1989	2342	2015-06
904961	Trickovic, Borivoje	SRB	M	1958	2243	2019-12
113816	Tristan, Leonardo	ARG	M	1989	2561	2022-01
44183984	Tsybikov, Tumen	RUS	M	2004	2357	2019-03
4900413	Tuvsanaa, Nyamaa	MGL	M	1965	2239	2015-09
4179030	Tuzhik, Artem	RUS	M	1987	2221	2018-05
404624	Twyble, Michael S	ENG	M	1964	2261	2015-06
13505629	Ulasevich, Sergei	FID	M	1991	2310	2024-07
13800248	Umarbekov, Aziz	KGZ	M	1968	2213	2015-06
13402137	Umudova, Nargiz	AZE	F	1989	2301	2019-06
16204212	Uphoff, Lennart	GER	M	1994	2284	2025-10
930091	Urosevic, Goran	SRB	M	1978	2282	2017-11
4900227	Uuriintuya, Uurtsaikh	MGL	F	1998	2314	2018-09
12512613	Valizadeh, Ali	IRI	M	1995	2306	2017-02
4502205	Valner, Uku	EST	M	1990	2318	2024-11
14301261	Van Rensburg, Ryan Pierre	RSA	M	1990	2236	2017-03
1051075	Van Roon, Sjoerd	NED	M	2002	2323	2022-09
800597	Vancini, Edoardo	ITA	M	1965	2279	2015-06
4406656	Vargas Arteaga, Alexis	COL	M	1989	2303	2016-01
14502003	Vargic, Drago	CRO	M	1961	2306	2015-06
1201034	Varlan, Hervig-Ioan	ROU	M	1955	2218	2015-08
920231	Vasic, Vladimir	SRB	M	1957	2211	2017-11
14101610	Vasilevich, Tatjana	RUS	F	1977	2397	2015-06
383082	Vecera, Dominik	CZE	M	2005	2218	2023-08
2219026	Vega Gutierrez, Sabrina	ESP	F	1987	2427	2017-12
13500384	Veremeichik, Vladimir	BLR	M	1951	2322	2015-06
2030292	Vibbert, Sean	USA	M	1996	2361	2016-07
2239639	Vinuela Diaz, Saul	ESP	M	1996	2314	2022-12
4200594	Vlahos, Kiriakos	GRE	M	1962	2306	2017-08
909599	Vlahovic, Bogdan	SRB	M	1961	2321	2018-11
963852	Vlajkovic, Stanko	SRB	M	2001	2279	2018-11
934038	Vlatkovic, Milos	MNE	M	1978	2348	2015-06
4119711	Vokarev, Sergey	RUS	M	1970	2467	2015-06
14116367	Vorontsov, Pavlo	UKR	M	1998	2578	2018-08
4501764	Haitin, Ilja	EST	M	1988	2363	2022-06
901890	Vratonjic, Slobo	SRB	M	1965	2417	2015-10
922277	Vuckovic, Bojan	SRB	M	1980	2588	2018-10
901580	Vujosevic, Vladimir	MNE	M	1958	2365	2016-06
14502887	Vukelic, Tomislav	CRO	M	1962	2229	2015-11
14103516	Vysochin, Spartak	UKR	M	1975	2531	2015-06
13900285	Wagener, Anna	LUX	F	1976	2301	2017-03
4000471	Wagener, Claude	LUX	M	1976	2295	2016-09
5000173	Wajih, Nassir	IND	M	1967	2209	2015-06
1053787	Wedda, Dries	NED	M	2002	2246	2020-09
1307231	Widmer, Simon	SUI	M	1984	2212	2015-06
1102001	Wieczorek, Zbigniew	POL	M	1968	2322	2016-10
12942391	Wilhelm, Till	GER	M	1998	2405	2023-11
12954756	Winkel, Peter	GER	M	1998	2277	2022-02
7700750	Winter Atwell, Adrian	TTO	M	1985	2250	2019-12
4658493	Wittmann, Ralf	GER	M	1971	2236	2018-02
6000908	Wong, Yee Chit	SGP	M	2000	2229	2015-09
1300881	Wueest, Andrin	SUI	M	1958	2248	2018-07
4100654	Yakovich, Yuri	RUS	M	1962	2528	2023-03
7000936	Yamada, Kohei	JPN	M	1988	2207	2022-12
4900952	Yanjindulam, Dulamsuren	MGL	F	1988	2222	2015-06
14136082	Yaremenko, Roman	UKR	M	1999	2353	2017-02
14111322	Yarmysty, Mikhail	UKR	M	1986	2335	2018-08
24180025	Yarygin, Maksim	RUS	M	2002	2236	2019-09
14121549	Yavorovsky, Valeriy	UKR	M	1965	2347	2024-02
13308998	Yeremyan, Alen	ARM	M	2003	2316	2023-10
2602113	Yoos, John C.	CAN	M	1969	2316	2016-02
8609667	Yu, Kaifeng	CHN	M	2003	2389	2017-08
2616688	Yu, Zong Yang	CAN	M	1999	2406	2018-02
4131606	Zablotsky, Sergei	RUS	M	1982	2533	2015-06
4139518	Zaiatz, Elena	RUS	F	1969	2393	2015-10
14137305	Zaitsev, Kyrilo	UKR	M	2000	2299	2025-07
900729	Zakic, Srdjan	SRB	M	1966	2366	2019-05
1119990	Zawadzka, Beata	POL	F	1986	2344	2017-11
4614976	Zenker, Ulrich	GER	M	1964	2207	2015-06
8616493	Zhang, Fuhan	CHN	M	2004	2265	2017-12
8610894	Zhang, Xiao	CHN	F	2003	2288	2024-03
8600546	Zhu, Chen	QAT	F	1976	2424	2017-04
54114748	Zhukov, Ivan	RUS	M	2005	2202	2019-03
1308009	Zimmermann, Peter	SUI	M	1972	2262	2017-04
945471	Zlatic, Milan	SRB	M	1985	2223	2022-11
8614610	Zuo, Yifan	CHN	M	2005	2367	2018-06
10622187	Abdel Moaety, Mohamed	EGY	M	1993	2203	2016-03
10628657	Abdel Moneim, Mohamed Ahmed	EGY	M	1979	2275	2018-04
54178835	Abramov, Alexander Ge	RUS	M	1982	2390	2015-07
3502589	Abreu Delgado, Aryam	CUB	M	1978	2463	2015-11
8500282	ADEBAYO, Adegboyega Joel	NGR	M	1974	2327	2022-11
8501238	Adesina, Adeyinka	NGR	M	1981	2287	2015-09
5820391	Advait, Bagri	SGP	M	2005	2274	2020-09
13402854	Aghasiyev, Kamal	AZE	M	1988	2441	2017-06
3508455	Aguero Jimenez, Luis Lazaro	CUB	M	1991	2508	2019-05
8500940	OLANREWAJU, Ajibola	NGR	M	1975	2341	2020-04
8503010	AKINSEYE, Abiola Daniel	NGR	M	1989	2252	2025-10
13303058	Alaverdyan, Gevorg	ARM	M	1990	2355	2015-07
24190497	Aleksandrovskiy, Dmitriy	RUS	M	1998	2325	2024-09
6300529	Ali Marandi, Cemil Can	TUR	M	1998	2568	2022-09
16501632	Alivodic, Dario	MNE	M	2002	2274	2023-09
3508889	Alonso Bouza, Julio Javier	ESP	M	1989	2418	2020-03
4902785	Altantuya, Boldbaatar	MGL	F	2005	2302	2019-07
45017905	Anadkat Kartavya	IND	M	2004	2241	2022-01
941875	Andabaka, Zeljko	SRB	M	1967	2223	2025-01
4150678	Andreev, Andrey I.	RUS	M	1973	2248	2015-07
602612	Anic, Darko	FRA	M	1957	2401	2018-01
25033379	Ansh M Shah	IND	M	2002	2250	2024-08
11601469	Antoms, Guntars	LAT	M	1960	2354	2016-05
600164	Apicella, Manuel	FRA	M	1970	2524	2015-07
5072786	Aravindh, Chithambaram VR.	IND	M	1999	2749	2025-04
54174902	Arbatov, Mikhail	RUS	M	1988	2431	2015-12
4901380	Ariunbuuvei, Badamdorj	MGL	M	1994	2268	2018-02
5203562	Arroyo, Christian	PHI	M	1985	2235	2015-07
54178843	Arshinov, Sergey	RUS	M	1970	2370	2015-07
2062666	Asaria, Danial	USA	M	2001	2347	2017-12
10601481	Ashraf, Mohamed	EGY	M	1968	2255	2021-05
45010030	Ashwin Sairam	IND	M	2007	2307	2025-09
13701100	Askarov, Bakhtiyar	KAZ	M	1982	2430	2021-05
14401487	Atalik, Suat	SRB	M	1964	2573	2016-01
32067607	Ayats Llobera, Gerard	ESP	M	2001	2471	2023-08
12408956	Bach Ngoc Thuy Duong	VIE	F	2003	2271	2020-11
5220394	Bacojo, Mark Jay	PHI	M	2006	2376	2025-01
2601150	Bailey, Doug	CAN	M	1964	2209	2015-07
14100754	Baklanova, Tatiana	UKR	F	1972	2213	2020-01
924890	Bala, Karlo	SRB	M	1978	2308	2019-12
436224	Balaji, Aaravamudhan	ENG	M	2005	2396	2024-09
14111128	Baloha, Mykhailo	UKR	M	1991	2215	2015-07
4112172	Baltabaev, Temirlan	RUS	M	1998	2365	2015-07
1210351	Baratosi, Daniel	ROU	M	1988	2398	2015-11
3001288	Barbero Sendic, Alejandro	ESP	M	1991	2409	2017-08
900214	Barlov, Dragan	SRB	M	1957	2440	2015-07
2031248	Barnakov, Yuri	USA	M	1966	2216	2019-08
3400816	Barria Zuniga, Daniel	CHI	M	1974	2413	2015-07
2605120	Barron, Michael	CAN	M	1962	2262	2015-09
943789	Basaraba, Nikola	SRB	M	1989	2200	2015-07
924768	Basta, Predrag	SRB	M	1978	2218	2016-07
1300253	Batchinsky, Stephane	SUI	M	1959	2265	2015-10
54178851	Belolipetsky, Evgeny	RUS	M	1955	2343	2015-07
642002	Benmesbah, Natacha	FRA	F	1989	2308	2022-07
11600764	Berzinsh, Ivars	LAT	M	1977	2239	2019-06
4635450	Beyer, Christian	GER	M	1968	2308	2021-10
14106442	Bilokha, Serhii	SVK	M	1965	2204	2017-12
14400294	Bistric, Faruk	BIH	M	1958	2354	2017-06
111651	Bitelmajer, Martin	ARG	M	1988	2475	2019-10
925047	Blagojevic, Srdjan	SRB	M	1975	2211	2021-11
3504395	Blanco Fernandez, Lino Orlando	COL	M	1983	2305	2023-09
908290	Bogic, Stevan	SRB	M	1960	2234	2017-10
16208471	Bold, Andre	GER	M	2001	2235	2025-05
4901037	Boldoo, Erdenepurev	MGL	M	1999	2375	2023-06
2907054	Bonev, Todor	BUL	M	1987	2278	2020-10
24692123	Bonk, Andras	GER	M	1997	2297	2025-04
1143000	Borawski, Jakub	POL	M	1995	2222	2018-10
12990671	Borchert, Rene	GER	M	1998	2269	2025-04
4185277	Borodkin, Aleksandr	RUS	M	1963	2368	2015-07
45102422	Boyer, Mahel	FRA	M	2004	2542	2025-07
24618160	Bracker, Arne	GER	M	1989	2308	2025-11
2900866	Brankov, Krasimir	SRB	M	1970	2315	2015-07
1200283	Breahna, Radu	ROU	M	1965	2236	2015-07
2200520	Brito Garcia, Alfredo	ESP	M	1963	2357	2017-10
24103500	Brovkin, Alexander	RUS	M	1955	2328	2016-08
4165314	Bryakin, Mikhail	SRB	M	1997	2502	2021-12
1122134	Bugalski, Michal	POL	M	1986	2263	2017-09
12401609	Bui Trong Hao	VIE	M	1995	2207	2023-04
4192907	Bukhteeva, Viktoria	SRB	F	1993	2250	2016-07
928550	Bura, Goran	SRB	M	1968	2270	2015-07
24151513	Bychkov, Vladimir	RUS	M	1999	2303	2018-08
14129825	Bykovskiy, Oleg	UKR	M	1991	2397	2017-06
905607	Cabarkapa, Spasoje	SRB	M	1938	2234	2018-10
1123475	Cajbel, Maciej	POL	M	1986	2208	2016-02
1222961	Calin, Alexandru	ROU	M	2001	2311	2018-04
2223546	Campos Olaya, Israel	ESP	M	1980	2261	2022-07
6317383	Can, Melih Kaan	TUR	M	1998	2234	2018-10
1209353	Carmaciu, Lucian-Catalin	ROU	M	1980	2411	2015-08
3503399	Carrazana Vazquez, Pedro A.	CUB	M	1991	2202	2015-07
3901831	Castro Torres, Jose Luis	VEN	M	1993	2363	2015-07
931888	Cerovic, Danilo	SRB	M	1987	2359	2015-07
35066099	Chaitanya Sairam Mogili	IND	M	2000	2212	2024-04
5800129	Chan, Peng Kong	SGP	M	1956	2238	2015-07
30908477	Chasin, Nico	USA	M	2006	2512	2025-11
13300717	Chibukhchian, Artur	ARM	M	1979	2417	2017-08
4902572	Chinguun, Sumiya	MGL	M	2005	2448	2024-10
14117762	Chos, Alexey	RUS	M	1985	2363	2015-07
921262	Cica, Dragan	SRB	M	1995	2201	2019-08
4400763	Clavijo, Jorge Mario	COL	M	1968	2313	2015-07
14545705	Colev, Ivor	CRO	M	2008	2249	2025-06
5217873	Concio, Michael Jr.	PHI	M	2005	2421	2025-08
3508935	Cruz de la Osa, Reyder	CUB	M	1983	2263	2016-07
114871	Cuberli, Emiliano	ARG	M	1990	2268	2017-11
2100916	Cunha, Eduardo Arruda da Gama A	BRA	M	1962	2402	2015-08
1100459	Czerwonski, Aleksander	POL	M	1965	2392	2017-08
10610790	Darwish, Mahmoud Hamdy	EGY	M	1983	2214	2017-04
4131371	Dashko, Andrey	RUS	M	1970	2281	2016-03
2056810	Davidson, Kevin	USA	M	1987	2225	2018-07
4403630	De Arco, Luis Carlos	COL	M	1992	2283	2015-07
2200040	De La Villa Garcia, Jesus Maria	ESP	M	1958	2473	2015-09
9900268	De Silva, Nirosh	USA	M	1978	2217	2015-07
2903873	Delchev, Petar	BUL	M	1976	2257	2015-07
26071185	Denjoy, Arnaud	FRA	M	1996	2227	2025-04
45093806	Devnani Kush	IND	M	2002	2249	2024-04
3508498	Diaz Hernandez, Heriberto	CUB	M	1991	2392	2018-03
104019	Diaz Hollemaert, Nahuel	URU	M	1976	2450	2020-02
8503109	Dieyi, Roland	NGR	M	1982	2252	2015-09
13303570	Dilanyan, Grigor	ARM	M	1993	2298	2015-10
2900050	Dimitrov, Vladimir	BUL	M	1968	2428	2015-07
976440	Djokic, Mihailo	SRB	M	2002	2319	2019-12
921351	Djonin, Bosko	SRB	M	1964	2311	2015-07
902136	Djoric, Dusan	SRB	M	1959	2303	2019-12
4158679	Dmitrienko, Andrey	RUS	M	1985	2236	2015-07
1112040	Dobrowolski, Aleksander	POL	M	1980	2281	2015-07
5208173	Docena, Jerad	PHI	M	1997	2430	2015-12
904481	Dolovic, Dusko	SRB	M	1947	2245	2017-11
604011	Dorfman, Iossif	FRA	M	1953	2567	2015-07
5500508	Douissa, Oussama	TUN	M	1984	2270	2019-08
1205030	Dragomirescu, Arsene	ROU	M	1958	2273	2015-07
900958	Dragovic, Momcilo	SRB	M	1956	2373	2024-07
45105987	Droin, Augustin	FRA	M	2006	2488	2025-06
938220	Dudukovic, Nikola	SRB	M	1991	2406	2018-10
1314424	Duport, Nicolas	SUI	M	1991	2220	2016-05
11601280	Dzjuba, Vsevolod	LAT	M	1979	2304	2016-12
8503125	EDET, Udeme Dominic	NGR	M	1987	2200	2020-02
10600167	El Ghazali, Youssef M.	EGY	M	1957	2322	2015-11
10604081	Eldesoky, Hatem	EGY	M	1972	2315	2020-11
10603581	Elkhashab, Wael	EGY	M	1978	2235	2017-04
10600094	Elsayed, Mohamed Samir	EGY	M	1977	2304	2018-09
24143650	Eremin, Anatoly	RUS	M	1961	2201	2015-07
2900106	Ermenkov, Evgenij	BUL	M	1949	2411	2015-07
2238004	Escudero Manzano, Alejandro	ESP	M	1996	2264	2017-12
3404250	Estay Torreblanca, Oscar	CHI	M	1974	2265	2016-01
24161659	Faizulin, Zharas	RUS	M	1976	2209	2017-01
4122380	Fakhretdinov, Robert	RUS	M	1965	2330	2015-07
615935	Fargere, Francois	FRA	M	1985	2425	2016-01
10601627	Fatehy, Tarek	EGY	M	1974	2238	2016-05
10600396	Fathy, Elameir	EGY	M	1972	2311	2021-02
1502115	Ferkingstad, Sjur	NOR	M	1980	2310	2017-06
4654838	Fiekers, Christian	GER	M	1975	2202	2015-07
2907500	Filev, Georgi	BUL	M	1984	2399	2015-09
1249452	Filip, Andrei	ROU	M	2007	2356	2022-09
1208900	Filip, Lucian-Ioan	ROU	M	1981	2449	2016-01
1500406	Fossan, Erik	NOR	M	1971	2356	2015-07
4677145	Alegria, Oliver	GER	M	1983	2206	2019-03
10619593	Gabr, Mohsen	EGY	M	1979	2320	2016-06
25010239	Gaikwad, Siddhant	IND	M	1998	2374	2016-09
121657	Gaitan, Juan Manuel	ARG	M	1993	2362	2020-05
14165414	Galperin, Platon	SWE	M	2003	2571	2023-09
4902475	Gantsooj, Ganzorig	MGL	M	2001	2208	2015-09
2213869	Garcia Cano, Antonio	ESP	M	1966	2277	2018-06
3511090	Garcia Matos, Richard Alejandro	CUB	M	1990	2398	2017-06
2274159	Garcia Moreno, Carlos	ESP	M	1991	2356	2022-01
4902963	Garidmagnai, Byambasuren	MGL	M	2001	2369	2019-11
5202493	Gatus, Edmundo	PHI	M	1963	2269	2017-04
24180211	Gaydym, Michail	RUS	M	1972	2337	2015-07
2901579	Genov, Petko	BUL	M	1962	2253	2015-07
2601109	Gentes, Kevin	CAN	M	1967	2306	2015-07
1301160	Georges, Sacha	SUI	M	1969	2257	2022-01
2900092	Georgiev, Krum	BUL	M	1958	2414	2016-03
2281406	Gil Quilez, David	ESP	M	1993	2222	2019-01
3506142	Girones Barrios, Yans Richard	CUB	M	1996	2421	2015-09
24109932	Glidzhain, Gor	RUS	M	1992	2353	2015-07
909475	Glisic, Vojislav	SRB	M	1950	2227	2017-10
13617249	Goderdzishvili, Giga	GEO	M	2003	2233	2025-09
4640462	Goetz, Heiko	GER	M	1972	2207	2015-07
14100983	Golubev, Mikhail	UKR	M	1970	2494	2015-07
11608528	Golubovskis, Maksims	LAT	M	2003	2302	2020-10
3500357	Gomez Fontal, Felix Manuel	CUB	M	1962	2375	2019-06
2252392	Gomez Peco, Pablo	ESP	M	1980	2214	2018-01
3520340	Gonzalez Ramos, Eduardo	CUB	M	2000	2229	2016-10
900630	Govedarica, Radovan	SRB	M	1948	2382	2016-12
30919754	Grabinsky, Joshua	USA	M	2004	2251	2020-03
11601990	Grasis, Janis	LAT	M	1971	2274	2015-07
2006103	Gratz, Glen	USA	M	1960	2231	2015-07
14114879	Grigorchuk, Sergey	UKR	M	1978	2295	2015-07
13601822	Grigoriev, Armen	GEO	M	1962	2265	2015-09
24132594	Ustinova, Olga A.	RUS	F	1994	2206	2017-07
931365	Grkovic, Vladan	SRB	M	1986	2255	2018-11
34135593	Gulinin, Oleg	RUS	M	1949	2238	2015-11
4400100	Gutierrez Herrera, Jose Antonio	COL	M	1943	2229	2015-07
4601270	Haag, Martin	GER	M	1965	2316	2015-07
7104227	Hafiz, Arif Abdul	INA	M	1999	2442	2025-10
9000011	Hamdouchi, Hicham	MAR	M	1972	2599	2015-07
13300873	Harutjunyan, Gevorg	ARM	M	1981	2487	2018-12
13304240	Hayrapetyan, Artavazd R.	ARM	M	1991	2399	2018-09
4612434	Heinatz, Gundula, Dr.	SUI	F	1969	2229	2016-07
3509915	Hernandez Gonzalez, William	CUB	M	1995	2489	2023-03
3506991	Hernandez Marques, Noel	CUB	M	1978	2370	2015-07
4403266	Herrera, Juan Sebastian	COL	M	1991	2371	2019-06
10600221	Himdan, Maher	EGY	M	1961	2261	2017-04
12942545	Hinrichs, Paul	GER	M	2004	2321	2025-04
386650	Hlavina, Matous	CZE	M	2006	2275	2024-11
12400068	Ho, Van Huynh	VIE	M	1960	2248	2015-07
2030047	Hua, David	USA	M	1997	2301	2015-07
4166337	Imashev, Ildar	RUS	M	1971	2275	2016-09
1202499	Ionescu, Mihai	ROU	M	1962	2329	2015-07
10604260	Ismail, Shereif	EGY	M	1989	2206	2015-07
4902912	Itgelt, Khuyagtsogt	MGL	M	2004	2437	2025-10
5048400	Ivana Maria, Furtado	IND	F	1999	2277	2015-11
2907305	Ivanov, Bogidar	BUL	M	1974	2226	2015-07
2904039	Ivelinov, Hristo	BUL	M	1975	2235	2018-10
908860	Jakovljev, Zoran	SRB	M	1962	2268	2017-01
955388	Jashari, Ardian	KOS	M	1981	2233	2016-07
13603647	Javakhadze, Zurab	GEO	M	1993	2483	2022-03
1109472	Jedryczka, Krystian	POL	M	1980	2231	2015-07
3508188	Jimenez Fraga, Pedro Alejandro	CUB	M	1990	2478	2019-03
5006210	Joshi, Pankaj	IND	M	1977	2231	2016-04
5220475	Jota, Jonathan	PHI	M	1997	2259	2018-05
924920	Jotic, Vladimir	SRB	M	1980	2387	2017-10
917028	Jovanovic, Dusko	SRB	M	1966	2201	2015-07
907006	Jovanovic, Milenko	CRO	M	1946	2202	2017-11
922960	Jovanovic, Radoslav	SRB	M	1960	2205	2017-10
12918750	Juelg, Gabriel	GER	M	2001	2217	2024-03
910929	Juhasz, Bence R	SRB	M	1997	2319	2025-11
927651	Jurcsak, Andras	SRB	M	1974	2207	2015-07
1105140	Jurkiewicz, Krzysztof	POL	M	1968	2299	2015-07
4127820	Kabanov, Nikolai	RUS	M	1980	2484	2018-09
11602058	Pakskis, Kristaps	LAT	M	1990	2312	2016-07
25833901	Kalogridis, Antonios	GRE	M	2006	2426	2025-06
10602208	Kamel, Mahmoud	EGY	M	1979	2226	2015-07
904147	Kapelan, Milorad	SRB	M	1944	2274	2015-07
24177407	Kapustin, Yuriy	RUS	M	1998	2209	2015-12
14142155	Kara-Mustafa, Alexey	UKR	M	2003	2240	2018-09
4169549	Karaev, Seit-Amet	RUS	M	1982	2304	2017-01
908908	Karasi, Svetislav	SRB	M	1952	2204	2015-11
13300482	Karatorossian, David	ARM	M	1969	2271	2015-07
4636007	Kargoll, Herbert	GER	M	1950	2230	2016-08
4124871	Kashtanov, Ruslan	RUS	M	1979	2377	2016-09
11600225	Katishonok, Nikolaj	LAT	M	1957	2298	2015-07
24642118	Kearns, Christopher	GER	M	1990	2240	2018-08
24669784	Keller, Karsten	GER	M	1973	2219	2022-11
1103083	Kempinski, Zdzislaw	POL	M	1953	2204	2015-07
13300679	Khachatrian, Armen M.	ARM	M	1972	2201	2015-07
8100500	Khader, Sami	JOR	M	1972	2405	2018-04
24112992	Khalukov, Yury	RUS	M	1983	2231	2019-07
4184300	Khantuev, Alexander	RUS	M	1987	2372	2015-07
54178860	Khohlov, Yuri	RUS	M	1963	2450	2015-07
13303520	Khojayan, Vardan	ARM	M	1990	2266	2019-10
54178878	Khomnitsky, Miroslav	RUS	M	1968	2410	2015-07
13900544	Khruschiov, Alexey	MDA	M	1982	2430	2015-08
2904950	Kirjakov, Toma	BUL	M	1975	2300	2019-06
15000265	Kiroski, Toni	MKD	M	1968	2271	2015-07
14108330	Kladko, Ruslan	UKR	M	1973	2235	2015-07
14140063	Klymchuk, Andriy	UKR	M	1987	2428	2015-07
16208820	Knuedel, Torben	GER	M	2003	2390	2025-11
2804425	Kogan, Pavel	ISR	M	1980	2230	2017-02
1126164	Koitka, Jakub	POL	M	1997	2200	2015-10
1116762	Kopczyk, Daniel	POL	M	1978	2279	2024-03
4169999	Korensky, Sergey	RUS	M	1968	2257	2015-07
4123808	Korniushin, Nikolay	RUS	M	1977	2348	2016-05
4162471	Korovkin, Stepan	RUS	M	1957	2389	2016-08
12989606	Korten, Lando	GER	M	1998	2225	2024-05
30909015	Kostov, Deyan Samuil	BUL	M	2006	2368	2025-08
2807807	Kostromin, Mikhail	ISR	M	1987	2322	2015-07
14144760	Koval, Artem	UKR	M	1990	2263	2019-07
14104059	Kovalev, Denis	UKR	M	1982	2504	2017-09
4698703	Kraemer, Stefan	GER	M	1963	2208	2015-07
2607140	Kraiouchkine, Nikita	CAN	M	1995	2245	2015-07
4126149	Krapivin, Vladislav	RUS	M	1964	2327	2016-09
14112892	Kruglyakov, Pavlo	UKR	M	1991	2377	2015-07
14114259	Krupko, Alexey	UKR	M	1984	2287	2015-07
14100142	Kruppa, Yuri	UKR	M	1964	2586	2023-02
1100564	Ksieski, Zbigniew	POL	M	1954	2348	2015-07
2814587	Kupervaser, Erez	ISR	M	2000	2395	2021-04
4153863	Kuzmin, Ilya	RUS	M	1979	2313	2015-11
13701738	Kvan, Andrey	KAZ	M	1984	2286	2019-03
44177143	Kyshtymov, Daniil	RUS	M	2002	2228	2019-03
10600426	Labib, Ibrahim Hasan	EGY	M	1977	2434	2015-09
510394	Lahdelma, Henri	FIN	M	2000	2362	2023-12
11602465	Laimins, Lauris	LAT	M	1976	2236	2016-05
8503648	LAPITE, Oluwadurotimi Opeoluwa	NGR	M	1995	2238	2015-07
13903179	Lauda, Alexandr	MDA	M	1987	2255	2025-04
11601647	Lavendelis, Egons	LAT	M	1984	2320	2024-09
12402460	Le, Huu Thai	VIE	M	1997	2267	2020-11
12411027	Le Tri Kien	VIE	M	2005	2282	2024-05
3514803	Leon Oquendo, Jorge	CUB	M	1994	2404	2015-10
3506177	Leon Valdes, Jony Wilson	CUB	M	1994	2411	2019-08
16208757	Leonard, Timo	GER	M	2004	2223	2023-08
923028	Levnajic, Pavle	SRB	M	1959	2256	2017-12
5208963	Literatus, Austin Jacob	PHI	M	1997	2214	2025-01
14126621	Litvinov, Igor	UKR	M	1970	2215	2015-07
2206706	Llanes Hurtado, Miguel	ESP	M	1978	2442	2016-01
12402508	Lu, Chan Hung	VIE	M	1997	2259	2016-04
21830509	Luberanski, Jakub	POL	M	2005	2306	2021-06
153869	Lujan, Nelson	ARG	M	1993	2204	2022-05
1119303	Lukaszewski, Marcin	POL	M	1979	2220	2015-07
383546	Mach, Petr	CZE	M	2005	2205	2023-01
25834134	Magkalakis, Stefanos	GRE	M	2007	2351	2025-10
100439	Mahia, Gustavo	ARG	M	1961	2367	2017-05
908630	Makolli, Perparim	KOS	M	1965	2345	2017-01
11601132	Makovskis, Georgijs	LAT	M	1970	2236	2015-07
14150883	Malynovskyi, Rostyslav	UKR	M	2004	2296	2019-09
14103184	Maly, Alexey	UKR	M	1982	2388	2015-07
14123983	Malyi, Viacheslav	UKR	M	1992	2429	2017-09
13400819	Mamedov, Nidjat	AZE	M	1985	2615	2018-06
907359	Mamuzic, Mirko	SRB	M	1946	2247	2015-07
10602658	Mansour, Salah	EGY	M	1971	2231	2019-02
14106205	Maratkanov, Evgeny	UKR	M	1981	2200	2015-07
607274	Marcelin, Cyril	FRA	M	1979	2477	2015-07
1211714	Marinescu, Mircea	ROU	M	1974	2224	2023-11
904198	Markovic, Vojislav	SRB	M	1940	2254	2015-11
904570	Markovic, Zoran S	SRB	M	1966	2368	2015-10
2219409	Martinez Lopez, Ivan 1978	ESP	M	1978	2267	2015-07
32086440	Marzo Pie, Xavier	ESP	M	2001	2206	2018-07
54178886	Maskaev, Sergey	RUS	M	1963	2410	2015-07
4402529	Mateus, Alejandro	COL	M	1986	2363	2021-09
13302035	Matevosyan, Sedrak	ARM	M	1980	2202	2017-08
2270838	Mayo Casademont, Marti	ESP	M	1989	2306	2016-05
5205069	Medina, VInce Angelo	PHI	M	1996	2224	2024-08
3502376	Mendez Fortes, Eduardo Jesus	CUB	M	1968	2333	2018-06
803839	Messina, Enrico	ITA	M	1971	2218	2016-11
13302183	Mezhlumyan, Vahram	ARM	M	1988	2208	2018-07
10613269	Michael, Mina	EGY	M	1984	2278	2016-05
5211948	Miciano, John Marvin	PHI	M	2000	2459	2018-06
914495	Mihalj, Miroslav M	SRB	M	1973	2264	2015-09
966738	Mijatovic, Dusan	SRB	M	2004	2295	2020-11
925837	Mijic, Vladimir	SRB	M	1973	2220	2015-11
